事故類型及型態子類別名稱,發生年度,發生月份,發生日期,處理單位名稱警局層,發生地點,天候名稱,道路類別-第1當事者-名稱,當事者順位,當事者區分-類別-大類別名稱-車種,當事者屬-性-別名稱,當事者事故發生時年齡,肇因研判子類別名稱-主要,肇事逃逸類別名稱-是否肇逃
穿越道路中,2022,1.0,20220113.0,新北市政府警察局,新北市土城區永安街78號前0.0公尺,雨,市區道路,2.0,人,男,73.0,未注意車前狀態,否
穿越道路中,2022,1.0,20220113.0,新北市政府警察局,新北市土城區永安街78號前0.0公尺,雨,市區道路,3.0,機車,男,19.0,未注意車前狀態,否
穿越道路中,2022,1.0,20220113.0,新北市政府警察局,新北市土城區永安街78號前0.0公尺,雨,市區道路,4.0,小客車,男,54.0,未注意車前狀態,是
穿越道路中,2022,1.0,20220113.0,新北市政府警察局,新北市土城區永安街78號前0.0公尺,雨,市區道路,5.0,機車,女,63.0,未注意車前狀態,否
穿越道路中,2022,1.0,20220113.0,新北市政府警察局,新北市土城區永安街78號前0.0公尺,雨,市區道路,6.0,機車,男,40.0,未注意車前狀態,否
穿越道路中,2022,1.0,20220113.0,新北市政府警察局,新北市土城區永安街78號前0.0公尺,雨,市區道路,7.0,機車,男,29.0,未注意車前狀態,否
穿越道路中,2022,1.0,20220113.0,新北市政府警察局,新北市土城區永安街78號前0.0公尺,雨,市區道路,8.0,機車,男,49.0,未注意車前狀態,否
穿越道路中,2022,1.0,20220113.0,新北市政府警察局,新北市土城區永安街78號前0.0公尺,雨,市區道路,9.0,機車,女,21.0,未注意車前狀態,否
路口交岔撞,2022,1.0,20220113.0,彰化縣警察局,彰化縣員林市南平里莒光路 / 彰化縣員林市南平里新生路,晴,市區道路,1.0,機車,男,16.0,違反號誌管制或指揮,否
路口交岔撞,2022,1.0,20220113.0,彰化縣警察局,彰化縣員林市南平里莒光路 / 彰化縣員林市南平里新生路,晴,市區道路,2.0,小貨車(含客、貨兩用),男,33.0,違反號誌管制或指揮,否
路口交岔撞,2022,1.0,20220113.0,彰化縣警察局,彰化縣員林市南平里莒光路 / 彰化縣員林市南平里新生路,晴,市區道路,3.0,人,男,16.0,違反號誌管制或指揮,否
追撞,2022,1.0,20220113.0,臺中市政府警察局,臺中市中區綠川里台中路 / 臺中市中區綠川里建國路,晴,市區道路,1.0,小貨車(含客、貨兩用),男,35.0,未注意車前狀態,否
追撞,2022,1.0,20220113.0,臺中市政府警察局,臺中市中區綠川里台中路 / 臺中市中區綠川里建國路,晴,市區道路,2.0,機車,男,65.0,未注意車前狀態,否
追撞,2022,1.0,20220113.0,臺中市政府警察局,臺中市中區綠川里台中路 / 臺中市中區綠川里建國路,晴,市區道路,3.0,人,女,63.0,未注意車前狀態,否
追撞,2022,1.0,20220113.0,臺中市政府警察局,臺中市中區綠川里台中路 / 臺中市中區綠川里建國路,晴,市區道路,4.0,機車,男,24.0,未注意車前狀態,否
其他,2022,1.0,20220113.0,臺東縣警察局,臺東縣成功鎮三仙里高台路53號附近產業道路,晴,其他,1.0,機車,女,71.0,其他引起事故之違規或不當行為,否
其他,2022,1.0,20220113.0,臺東縣警察局,臺東縣成功鎮三仙里高台路53號附近產業道路,晴,其他,2.0,,無或物(動物、堆置物),-1.0,其他引起事故之違規或不當行為,否
其他,2022,1.0,20220113.0,新竹縣政府警察局,新竹縣湖口鄉德興北路66號,晴,鄉道,1.0,機車,男,22.0,未依規定減速,否
其他,2022,1.0,20220113.0,新竹縣政府警察局,新竹縣湖口鄉德興北路66號,晴,鄉道,2.0,曳引車,男,39.0,未依規定減速,否
穿越道路中,2022,1.0,20220114.0,臺中市政府警察局,臺中市北屯區大坑里東山路二段140號前0.0公尺,晴,市區道路,1.0,小客車,男,27.0,不明原因肇事,否
穿越道路中,2022,1.0,20220114.0,臺中市政府警察局,臺中市北屯區大坑里東山路二段140號前0.0公尺,晴,市區道路,2.0,人,女,46.0,不明原因肇事,否
路口交岔撞,2022,1.0,20220114.0,臺南市政府警察局,臺南市安定區嘉同里六塊寮157-7號前0.0公尺口,晴,村里道路,1.0,小貨車(含客、貨兩用),男,42.0,未依規定讓車,否
路口交岔撞,2022,1.0,20220114.0,臺南市政府警察局,臺南市安定區嘉同里六塊寮157-7號前0.0公尺口,晴,村里道路,2.0,機車,男,71.0,未依規定讓車,否
路上翻車、摔倒,2022,1.0,20220114.0,彰化縣警察局,彰化縣伸港鄉定興村彰新路7段402弄61號前0.0公尺前,晴,村里道路,1.0,機車,男,58.0,不明原因肇事,否
路上翻車、摔倒,2022,1.0,20220114.0,彰化縣警察局,彰化縣伸港鄉定興村彰新路7段402弄61號前0.0公尺前,晴,村里道路,2.0,,無或物(動物、堆置物),0.0,不明原因肇事,否
撞交通島,2022,1.0,20220114.0,新北市政府警察局,新北市新莊區新北大道4段51號前0.0公尺,晴,市區道路,1.0,機車,男,21.0,不明原因肇事,否
撞交通島,2022,1.0,20220114.0,新北市政府警察局,新北市新莊區新北大道4段51號前0.0公尺,晴,市區道路,2.0,,無或物(動物、堆置物),0.0,不明原因肇事,否
其他,2022,1.0,20220114.0,新北市政府警察局,新北市新莊區新泰路484號前0.0公尺,晴,市區道路,1.0,機車,男,26.0,未注意車前狀態,否
其他,2022,1.0,20220114.0,新北市政府警察局,新北市新莊區新泰路484號前0.0公尺,晴,市區道路,2.0,人,女,57.0,未注意車前狀態,否
其他,2022,1.0,20220114.0,新北市政府警察局,新北市新莊區新泰路484號前0.0公尺,晴,市區道路,3.0,人,女,98.0,未注意車前狀態,否
其他,2022,1.0,20220114.0,新北市政府警察局,新北市新莊區新泰路484號前0.0公尺,晴,市區道路,4.0,機車,女,43.0,未注意車前狀態,否
側撞,2022,1.0,20220114.0,臺中市政府警察局,臺中市大雅區上楓里民生路四段360號前0.0公尺,晴,市區道路,1.0,小客車,女,35.0,未依規定讓車,否
側撞,2022,1.0,20220114.0,臺中市政府警察局,臺中市大雅區上楓里民生路四段360號前0.0公尺,晴,市區道路,2.0,機車,男,24.0,未依規定讓車,否
穿越道路中,2022,1.0,20220114.0,苗栗縣警察局,苗栗縣頭份市中正一路630號前,晴,市區道路,1.0,人,男,69.0,未依規定行走行人穿越道、地下道、天橋而穿越道路,否
穿越道路中,2022,1.0,20220114.0,苗栗縣警察局,苗栗縣頭份市中正一路630號前,晴,市區道路,2.0,小客車,男,47.0,未依規定行走行人穿越道、地下道、天橋而穿越道路,否
同向通行中,2022,1.0,20220115.0,新竹縣政府警察局,新竹縣湖口鄉勝利村勝利路2段84號前0.0公尺,雨,縣道,1.0,小客車,男,19.0,未注意車前狀態,否
同向通行中,2022,1.0,20220115.0,新竹縣政府警察局,新竹縣湖口鄉勝利村勝利路2段84號前0.0公尺,雨,縣道,2.0,人,女,73.0,未注意車前狀態,否
對向擦撞,2022,1.0,20220115.0,臺中市政府警察局,臺中市大雅區橫山里東大路二段 / 臺中市大雅區橫山里科雅六路,晴,市區道路,1.0,機車,男,20.0,左轉彎未依規定,否
對向擦撞,2022,1.0,20220115.0,臺中市政府警察局,臺中市大雅區橫山里東大路二段 / 臺中市大雅區橫山里科雅六路,晴,市區道路,2.0,小客車,男,35.0,左轉彎未依規定,否
其他,2022,1.0,20220115.0,屏東縣政府警察局,屏東縣里港鄉鐵店村鐵店路53-40號,晴,村里道路,1.0,小客車,女,61.0,未注意車前狀態,否
其他,2022,1.0,20220115.0,屏東縣政府警察局,屏東縣里港鄉鐵店村鐵店路53-40號,晴,村里道路,2.0,小貨車(含客、貨兩用),女,38.0,未注意車前狀態,否
其他,2022,1.0,20220115.0,屏東縣政府警察局,屏東縣里港鄉鐵店村鐵店路53-40號,晴,村里道路,3.0,人,男,75.0,未注意車前狀態,否
其他,2022,1.0,20220115.0,屏東縣政府警察局,屏東縣里港鄉鐵店村鐵店路53-40號,晴,村里道路,4.0,人,女,9.0,未注意車前狀態,否
對撞,2022,1.0,20220115.0,彰化縣警察局,彰化縣溪州鄉西畔村登山路3段東側 / 彰化縣溪州鄉西畔村西南巷,晴,村里道路,1.0,機車,男,17.0,其他引起事故之違規或不當行為,否
對撞,2022,1.0,20220115.0,彰化縣警察局,彰化縣溪州鄉西畔村登山路3段東側 / 彰化縣溪州鄉西畔村西南巷,晴,村里道路,2.0,機車,男,23.0,其他引起事故之違規或不當行為,否
對撞,2022,1.0,20220115.0,桃園市政府警察局,桃園市中壢區華美一路6號前0.0公尺,晴,市區道路,1.0,機車,男,37.0,酒醉(後)駕駛失控,否
對撞,2022,1.0,20220115.0,桃園市政府警察局,桃園市中壢區華美一路6號前0.0公尺,晴,市區道路,2.0,小貨車(含客、貨兩用),男,36.0,酒醉(後)駕駛失控,否
撞路樹、電桿,2022,1.0,20220115.0,臺南市政府警察局,臺南市安南區海尾路上東向車道第36號路燈桿旁,晴,市區道路,1.0,機車,女,40.0,不明原因肇事,否
撞路樹、電桿,2022,1.0,20220115.0,臺南市政府警察局,臺南市安南區海尾路上東向車道第36號路燈桿旁,晴,市區道路,2.0,,無或物(動物、堆置物),-1.0,不明原因肇事,否
撞路樹、電桿,2022,1.0,20220115.0,臺南市政府警察局,臺南市安南區海尾路上東向車道第36號路燈桿旁,晴,市區道路,3.0,人,女,7.0,不明原因肇事,否
撞路樹、電桿,2022,1.0,20220115.0,臺南市政府警察局,臺南市安南區海尾路上東向車道第36號路燈桿旁,晴,市區道路,4.0,人,女,38.0,不明原因肇事,否
撞護欄(樁),2022,1.0,20220115.0,新竹縣政府警察局,新竹縣竹北市中華路南下方向明新科大下坡處、台1線66公里,晴,省道,1.0,機車,男,53.0,未注意車前狀態,否
撞護欄(樁),2022,1.0,20220115.0,新竹縣政府警察局,新竹縣竹北市中華路南下方向明新科大下坡處、台1線66公里,晴,省道,2.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
穿越道路中,2022,1.0,20220115.0,南投縣政府警察局,南投縣仁愛鄉投80線3.8公里,晴,鄉道,1.0,機車,男,23.0,酒醉(後)駕駛失控,否
穿越道路中,2022,1.0,20220115.0,南投縣政府警察局,南投縣仁愛鄉投80線3.8公里,晴,鄉道,2.0,人,男,79.0,酒醉(後)駕駛失控,否
路上翻車、摔倒,2022,1.0,20220115.0,桃園市政府警察局,桃園市桃園區國際路一段975巷12之1號前0.0公尺附近,陰,市區道路,1.0,慢車,男,53.0,酒醉(後)駕駛失控,否
路上翻車、摔倒,2022,1.0,20220115.0,桃園市政府警察局,桃園市桃園區國際路一段975巷12之1號前0.0公尺附近,陰,市區道路,2.0,,無或物(動物、堆置物),-1.0,酒醉(後)駕駛失控,否
追撞,2022,1.0,20220115.0,臺中市政府警察局,臺中市梧棲區安仁里臺灣大道九段2巷53號前0.0公尺,晴,市區道路,1.0,小貨車(含客、貨兩用),男,39.0,酒醉(後)駕駛失控,否
追撞,2022,1.0,20220115.0,臺中市政府警察局,臺中市梧棲區安仁里臺灣大道九段2巷53號前0.0公尺,晴,市區道路,2.0,大貨車,男,47.0,酒醉(後)駕駛失控,否
側撞,2022,1.0,20220116.0,屏東縣政府警察局,屏東縣麟洛鄉民生路與信義路口,晴,村里道路,1.0,機車,男,33.0,未依規定讓車,否
側撞,2022,1.0,20220116.0,屏東縣政府警察局,屏東縣麟洛鄉民生路與信義路口,晴,村里道路,2.0,機車,女,76.0,未依規定讓車,否
追撞,2022,1.0,20220116.0,臺南市政府警察局,臺南市善化區文昌里西拉雅大道陸橋,晴,市區道路,1.0,小客車,男,34.0,超速失控,否
追撞,2022,1.0,20220116.0,臺南市政府警察局,臺南市善化區文昌里西拉雅大道陸橋,晴,市區道路,2.0,機車,女,48.0,超速失控,否
衝出路外,2022,1.0,20220116.0,新竹縣政府警察局,新竹縣關西鎮新力里竹21鄉道高速公路橋下(土地公廟前),晴,鄉道,1.0,機車,女,72.0,未注意車前狀態,否
衝出路外,2022,1.0,20220116.0,新竹縣政府警察局,新竹縣關西鎮新力里竹21鄉道高速公路橋下(土地公廟前),晴,鄉道,2.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
穿越道路中,2022,1.0,20220116.0,臺中市政府警察局,臺中市烏日區湖日里新興路 / 臺中市烏日區湖日里新興路廣惠三巷,晴,市區道路,1.0,小客車,男,29.0,未注意車前狀態,否
穿越道路中,2022,1.0,20220116.0,臺中市政府警察局,臺中市烏日區湖日里新興路 / 臺中市烏日區湖日里新興路廣惠三巷,晴,市區道路,2.0,人,男,85.0,未注意車前狀態,否
穿越道路中,2022,1.0,20220116.0,臺中市政府警察局,臺中市烏日區湖日里新興路 / 臺中市烏日區湖日里新興路廣惠三巷,晴,市區道路,3.0,,無或物(動物、堆置物),0.0,未注意車前狀態,否
其他,2022,1.0,20220117.0,臺中市政府警察局,臺中市清水區西社里中清路九段前0.0公尺,晴,市區道路,1.0,小客車,男,58.0,未注意車前狀態,否
其他,2022,1.0,20220117.0,臺中市政府警察局,臺中市清水區西社里中清路九段前0.0公尺,晴,市區道路,2.0,大貨車,男,41.0,未注意車前狀態,否
撞工程施工,2022,1.0,20220117.0,桃園市政府警察局,桃園市中壢區新生路三段25之1號前0.0公尺附近,雨,市區道路,1.0,機車,男,45.0,違規超車,否
撞工程施工,2022,1.0,20220117.0,桃園市政府警察局,桃園市中壢區新生路三段25之1號前0.0公尺附近,雨,市區道路,2.0,,無或物(動物、堆置物),-1.0,違規超車,否
撞工程施工,2022,1.0,20220117.0,桃園市政府警察局,桃園市中壢區新生路三段25之1號前0.0公尺附近,雨,市區道路,3.0,半聯結車,男,53.0,違規超車,否
其他,2022,1.0,20220117.0,臺中市政府警察局,臺中市潭子區栗林里中山路三段 / 臺中市潭子區栗林里豐栗路,雨,市區道路,1.0,機車,男,22.0,違反號誌管制或指揮,否
其他,2022,1.0,20220117.0,臺中市政府警察局,臺中市潭子區栗林里中山路三段 / 臺中市潭子區栗林里豐栗路,雨,市區道路,2.0,小客車,男,50.0,違反號誌管制或指揮,否
對向擦撞,2022,1.0,20220118.0,屏東縣政府警察局,屏東縣枋山鄉台一線內獅路口,晴,其他,1.0,機車,男,58.0,左轉彎未依規定,否
對向擦撞,2022,1.0,20220118.0,屏東縣政府警察局,屏東縣枋山鄉台一線內獅路口,晴,其他,2.0,小客車,男,45.0,左轉彎未依規定,否
穿越道路中,2022,1.0,20220118.0,臺北市政府警察局,臺北市文山區興隆路3段192巷8弄7號前0.0公尺,雨,市區道路,1.0,機車,男,19.0,超速失控,否
穿越道路中,2022,1.0,20220118.0,臺北市政府警察局,臺北市文山區興隆路3段192巷8弄7號前0.0公尺,雨,市區道路,2.0,人,女,67.0,超速失控,否
穿越道路中,2022,1.0,20220118.0,臺北市政府警察局,臺北市文山區興隆路3段192巷8弄7號前0.0公尺,雨,市區道路,3.0,小客車,女,54.0,超速失控,否
穿越道路中,2022,1.0,20220118.0,新北市政府警察局,新北市新莊區幸福路800號前0.0公尺,晴,市區道路,1.0,機車,男,27.0,未注意車前狀態,否
穿越道路中,2022,1.0,20220118.0,新北市政府警察局,新北市新莊區幸福路800號前0.0公尺,晴,市區道路,2.0,人,男,75.0,未注意車前狀態,否
穿越道路中,2022,1.0,20220118.0,新北市政府警察局,新北市新莊區幸福路800號前0.0公尺,晴,市區道路,3.0,人,女,29.0,未注意車前狀態,否
撞護欄(樁),2022,1.0,20220118.0,雲林縣警察局,雲林縣口湖鄉台61線南下248.8公里處,晴,省道,1.0,小客車,男,33.0,不明原因肇事,否
撞護欄(樁),2022,1.0,20220118.0,雲林縣警察局,雲林縣口湖鄉台61線南下248.8公里處,晴,省道,2.0,,無或物(動物、堆置物),-1.0,不明原因肇事,否
同向擦撞,2022,1.0,20220119.0,高雄市政府警察局,高雄市林園區沿海路4段 / 高雄市林園區沿海路4段,晴,市區道路,1.0,機車,女,72.0,未保持行車安全間隔,否
同向擦撞,2022,1.0,20220119.0,高雄市政府警察局,高雄市林園區沿海路4段 / 高雄市林園區沿海路4段,晴,市區道路,2.0,大客車,男,53.0,未保持行車安全間隔,否
路上翻車、摔倒,2022,1.0,20220119.0,彰化縣警察局,彰化縣彰化市快官里東外環路前0.0公尺,晴,市區道路,1.0,機車,男,21.0,其他引起事故之違規或不當行為,否
路上翻車、摔倒,2022,1.0,20220119.0,彰化縣警察局,彰化縣彰化市快官里東外環路前0.0公尺,晴,市區道路,2.0,,無或物(動物、堆置物),0.0,其他引起事故之違規或不當行為,否
同向擦撞,2022,1.0,20220119.0,臺南市政府警察局,臺南市善化區溪美里台19甲線北向(溪尾838號對面)機車優先道,晴,省道,1.0,機車,女,18.0,未保持行車安全間隔,否
同向擦撞,2022,1.0,20220119.0,臺南市政府警察局,臺南市善化區溪美里台19甲線北向(溪尾838號對面)機車優先道,晴,省道,2.0,慢車,女,54.0,未保持行車安全間隔,否
路上翻車、摔倒,2022,1.0,20220119.0,高雄市政府警察局,高雄市大寮區鳳林一路492號前0.0公尺,晴,市區道路,1.0,機車,男,56.0,未依規定減速,否
路上翻車、摔倒,2022,1.0,20220119.0,高雄市政府警察局,高雄市大寮區鳳林一路492號前0.0公尺,晴,市區道路,2.0,,無或物(動物、堆置物),111.0,未依規定減速,否
撞護欄(樁),2022,1.0,20220119.0,南投縣政府警察局,南投縣國姓鄉縣147線 5公里東側向外側,晴,縣道,1.0,機車,男,49.0,酒醉(後)駕駛失控,否
撞護欄(樁),2022,1.0,20220119.0,南投縣政府警察局,南投縣國姓鄉縣147線 5公里東側向外側,晴,縣道,2.0,,無或物(動物、堆置物),-1.0,酒醉(後)駕駛失控,否
同向擦撞,2022,1.0,20220119.0,苗栗縣警察局,苗栗縣苗栗市民族路口 / 苗栗縣苗栗市北安街口,晴,市區道路,1.0,小客車,女,43.0,未注意車前狀態,否
